# state, county, place, combined rate (%)
MO,,Buchanan,6.325
MO,,Bucklin,7.475
MO,,Buckner,8.725
MO,,Buffalo,8.225
MO,,Bunceton,7.225
MO,,Bunker,8.475
MO,,Butler,5.475
MO,,Butler,8.85
MO,,Byrnes Mill,9.85
MO,,Cabool,7.975
MO,,Cairo,6.975
MO,,Caldwell,6.725
MO,,Caledonia,7.725
MO,,Calhoun,7.925
MO,,California,8.475
MO,,Callao,7.85
MO,,Callaway,6.725
MO,,Camden Co Ballparks Of The Ozarks Cid Sp,7.225
MO,,Cameron,9.975
MO,,Cameron,10.975
MO,,Campbell,8.2875
MO,,Canalou,6.225
MO,,Canton,8.975
MO,,Cape Girardeau,5.725
MO,,Cape Girardeau,8.475
MO,,Cape Girardeau,9.475
MO,,Cape Girardeau Rcc Community Improvement District,10.475
MO,,Cardwell,7.9125
MO,,Carl Junction,8.6
MO,,Carroll,6.225
MO,,Carrollton,9.225
MO,,Carthage Peachtree Cid Sp,9.35
MO,,Caruthersville Public Library District Sp,9.725
MO,,Cassville,9.6
MO,,Cedar Co Public Library District Sp,6.475
MO,,Cedar Hill,6.85
MO,,Center,8.375
MO,,Centerview,8.475
MO,,Centerville,6.725
MO,,Centralia,8.475
MO,,Chaffee,8.975
MO,,Chain-O-Lakes,6.725
MO,,Chamois,8.475
MO,,Chariton,6.225
MO,,Chesterfield Blue Valley Community Improvement District Sp,10.113
MO,,Chilhowee,8.475
MO,,Chillicothe Stoneybroo Sp,9.35
MO,,Christian County Ambulance District,6.475
MO,,Christian County Ambulance District,6.975
MO,,Clarence,8.975
MO,,Clark,7.975
MO,,Clark Co Ambulance District,7.225
MO,,Clarksburg,7.975
MO,,Clarksdale,7.225
MO,,Clarksville,8.2875
MO,,Clarkton,7.9125
MO,,Clayton,9.488
MO,,Clayton,10.488
MO,,Clayton 25 North Central Cid Sp,10.488
MO,,Cleveland,7.85
MO,,Clever,8.35
MO,,Clinton,6.225
MO,,Clinton,8.675
MO,,Coffey,7.725
MO,,Cole Camp,8.725
MO,,Cole Camp Ambulance District,7.225
MO,,Columbia,7.975
MO,,Columbia Blue Ridge Town Centre Tdd Tr,8.975
MO,,Columbia Downtown Cid Sp,8.475
MO,,Columbia Shop Stadium Tl,8.975
MO,,Commerce,6.725
MO,,Concordia,8.975
MO,,Conway,6.913
MO,,Cooter,7.225
MO,,Corder,7.975
MO,,Cottleville Old Town Sp,8.95
MO,,Craig,7.725
MO,,Crane,8.475
MO,,Crawford,6.975
MO,,Crestwood,10.488
MO,,Creve Coeur,8.988
MO,,Creve Coeur Olive Grae Tl,9.988
MO,,Crocker,8.475
MO,,Crystal City Twin City Mall Cid Sp,10.1
MO,,Cuba,9.725
MO,,Curryville,8.2875
MO,,Dade County Ambulance District,6.975
MO,,Dallas,6.725
MO,,Dardenne Prairie,9.45
MO,,Dardenne Prairie,10.45
MO,,Daviess,6.225
MO,,Daviess,6.725
MO,,De Soto Hwy 21 Tdd Tl,10.85
MO,,Dearborn,7.325
MO,,Deepwater,7.925
MO,,Dekalb,6.225
MO,,Dekalb,6.725
MO,,Delta,7.225
MO,,Dent,6.475
MO,,Des Peres,9.488
MO,,Desloge,9.35
MO,,Dexter,8.288
MO,,Diamond,8.35
MO,,Diggins,7.808
MO,,Dixon,8.475
MO,,Doniphan,8.225
MO,,Douglas,6.225
MO,,Dover,7.475
MO,,Drexel,8.35
MO,,Dudley,7.413
MO,,Duenweg,7.35
MO,,Dunklin,5.9125
MO,,Dutchtown,5.725
MO,,Eagleville,8.35
MO,,East Lynne,7.35
MO,,East Prairie,8.475
MO,,Easton,6.825
MO,,Edgerton,6.975
MO,,Edina,7.725
MO,,El Dorado Springs,8.475
MO,,Elk Creek,5.975
MO,,Ellis Prairie,5.975
MO,,Ellisville,8.988
MO,,Ellisville,10.988
MO,,Ellsinore Leerjak Cid  Sp,8.225
MO,,Elmer,6.85
MO,,Elsberry,8.475
MO,,Emerald Beach,6.725
MO,,Eminence Tr,9.225
MO,,Emma,7.475
MO,,Eoila,8.2875
MO,,Essex,7.413
MO,,Ethel,6.85
MO,,Eunice,5.975
MO,,Eureka,10.238
MO,,Everton,8.975
MO,,Ewing,8.6
MO,,Excelsior Springs,10.725
MO,,Exeter,7.725
MO,,Fair Grove,8.225
MO,,Fair Play,7.85
MO,,Fairfax,8.475
MO,,Farber,8.35
MO,,Farmington Mineral Area Cid Sp,9.85
MO,,Fayette,9.225
MO,,Fenton,8.238
MO,,Ferguson North County Festival Square Cid Sp,10.738
MO,,Fisk,6.975
MO,,Florida,6.225
MO,,Florissant,8.988
MO,,Florissant Newco Transportation Development District Tl,9.988
MO,,Foley,8.975
MO,,Fordland,8.308
MO,,Forest City,7.725
MO,,Forsyth,8.6
MO,,Frankford,8.2875
MO,,Franklin,9.1
MO,,Franklin Co Fire Pr Dt Sp,7.475
MO,,Franklin Co Hwy 100 Cd Sp,7.975
MO,,Fredericktown,9.225
MO,,Freeman,6.85
MO,,Frontenac Lind Litz Cid Sp,11.238
MO,,Fulton So Bus 54 Tdd Tl,9.725
MO,,Gainesville,8.725
MO,,Galena,9.975
MO,,Gallatin,8.35
MO,,Garden City,7.85
MO,,Gasconade,8.1
MO,,Gentry,5.725
MO,,Gerald,9.475
MO,,Gideon,7.225
MO,,Gilliam,7.35
MO,,Gilman City,7.475
MO,,Gladstone,8.475
MO,,Gladstone,10.475
MO,,Glasgow,8.85
MO,,Golden City,8.35
MO,,Goodman,8.225
MO,,Gordonville,6.225
MO,,Gower,8.575
MO,,Granby,8.475
MO,,Grandin,7.225
MO,,Grandview,9.725
MO,,Granger,5.975
MO,,Grant City,9.1
MO,,Green Castle,7.975
MO,,Green City,8.975
MO,,Green Ridge,8.225
MO,,Greene,5.975
MO,,Greenfield,9.1
MO,,Greentop,7.725
MO,,Greenville,8.975
MO,,Hale,8.225
MO,,Half Way,6.1
MO,,Hallsville,8.6
MO,,Halltown,6.725
MO,,Hamilton,8.725
MO,,Hannibal,10.125
MO,,Hardin,8.225
MO,,Harrisonville Brookhart Tdd Tl,9.225
MO,,Hartshorn,5.975
MO,,Hartville,8.6
MO,,Hawk Point,7.975
MO,,Hayti,9.975
MO,,Hayti Heights,8.725
MO,,Hazelwood,9.988
MO,,Hazelwood,11.988
MO,,Henrietta,9.225
MO,,Herculaneum,9.85
MO,,Herculaneum Mcnutt Rd Corridor Cid Sp,10.85
MO,,Hermann,9.975
MO,,Hermitage,7.725
MO,,Hickory,6.225
MO,,Higbee,7.475
MO,,Higginsville,8.975
MO,,High Hill,7.475
MO,,Highlandville Cid Sp,8.975
MO,,Hillsboro Peach Tree Cid Sp,10.225
MO,,Holden,9.975
MO,,Holland,7.225
MO,,Hollister,8.35
MO,,Hollister Parkway Plaza Community Improvement District,9.35
MO,,Holt,8.225
MO,,Holts Summit,9.725
MO,,Hopkins,7.6
MO,,Houston,8.725
MO,,Howard,7.1
MO,,Howell,6.412
MO,,Huggins,5.975
MO,,Humansville,7.975
MO,,Hume,6.475
MO,,Hunnewell,8.225
MO,,Huntsville,7.475
MO,,Hurley,7.975
MO,,Iberia,9.225
MO,,Independence,9.6
MO,,Independence,10.6
MO,,Independence Arrowhead Cid Sp,9.6
MO,,Independence Fairmount Community Improvement District,9.6
MO,,Independence Noland Road Cid Sp,9.35
MO,,Independence Pavilions At Hartman Heritage Community Improvement District,10.725
MO,,Independnce 23 Str Cid Sp,9.6
MO,,Indian Point,10.475
MO,,Iron County Hospital District Hpd Sp,7.225
MO,,Irondale,8.225
MO,,Ironton,9.225
MO,,Jamesport,7.725
MO,,Jamestown,7.975
MO,,Jasper,5.6
MO,,Jasper,7.6
MO,,Jefferson City,7.85
MO,,Jefferson City,8.975
MO,,Jefferson City Capital Mall Cid Sp,8.85
MO,,Jefferson Co Valle Ambulance District Sp,6.85
MO,,Joachim Plattin Amb Sp,6.85
MO,,Johnson,7.475
MO,,Jonesburg,7.975
MO,,Joplin,8.725
MO,,Joplin 1717 Market Tdd Tl,10.85
MO,,Joplin 32nd Street Place Community Improvement District,11.975
MO,,Kahoka,8.225
MO,,Kansas City,8.725
MO,,Kansas City,8.975
MO,,Kansas City,9.1
MO,,Kansas City,9.725
MO,,Kansas City,9.975
MO,,Kansas City,10.975
MO,,Kansas City & Lees Summit 470 Western Gateway Tdd,9.975
MO,,Kansas City 1200 Main Tl,11.975
MO,,Kansas City 210 Hwy Td Tl,10.725
MO,,Kansas City Antioch Ct Sp,9.725
MO,,Kansas City Blue Ridge Crossing Community Improvement District,9.975
MO,,Kansas City Briarcl Td Tl,9.225
MO,,Kansas City Broadway Area Cid Sp,10.975
MO,,Kansas City Crossroads Community Improvement District,10.475
MO,,Kansas City Hillcrest Community Improvement District,9.975
MO,,Kansas City Independence Avenue Community Improvement District Sp,9.975
MO,,Kansas City Missouri District 10 Port Improvement District,11.975
MO,,Kansas City Missouri District 11 Port Improvement District,9.975
MO,,Kansas City Missouri District 8 Port Improvement District,11.975
MO,,Kansas City Missouri Pid 4 Sp,11.475
MO,,Kansas City Mo150 & 135th Street Tdd,10.475
MO,,Kansas City Northland Gateway Community Improvement District,9.225
MO,,Kansas City Red Bridge Shopping Center Cid Sp,9.975
MO,,Kansas City The Tiffany Frolics Community Improvement District,9.725
MO,,Kansas City Troost Avenue Community Improvement District Sp,10.475
MO,,Kansas City Truman Rd Sp,9.475
MO,,Kansas City Twin Creeks Center Cid Sp,9.725
MO,,Kansas City Waldo Cid Sp,9.475
MO,,Kansas City Waldo Cid Sp,10.475
MO,,Kansas City West Bottoms Central Community Improvement District,10.975
MO,,Kansas Cty Shop On Blu Sp,9.975
MO,,Kc/Martin City Cid,9.475
MO,,Kearney West Side Comm Sp,9.975
MO,,Kelso,7.725
MO,,Kennett,9.1625
MO,,Kewanee,6.225
MO,,Keytesville,7.225
MO,,Kidder,7.725
MO,,Kimberling City,9.975
MO,,Kimmswick,8.85
MO,,King City,7.225
MO,,Kingdom City,8.725
MO,,Kingsville,8.975
MO,,Kirbyville,7.35
MO,,Kirksville North Baltimore Street Cid Sp,9.725
MO,,Kirkwood Station Plaza Tl,10.738
MO,,Knob Noster,9.975
MO,,Knox,6.225
MO,,Koshkonong,9.725
MO,,La Belle,8.35
MO,,La Grange,8.35
MO,,La Plata,8.35
MO,,Laclede,8.475
MO,,Laddonia,8.85
MO,,Lafayette,6.975
MO,,Lake Lotawana,9.725
MO,,Lake Lotawana Cid Sp,10.725
MO,,Lake Ozark,9.475
MO,,Lake Ozark Eagles Landing Cid Sp,10.475
MO,,Lake Ozark Fpd Ambulance Service District,6.725
MO,,Lamar,9.475
MO,,Lanagan,8.225
MO,,Lancaster,7.225
MO,,Lathrop,9.725
MO,,Laurie,8.225
MO,,Lawrence,6.725
MO,,Lawson,8.725
MO,,Leadwood,8.35
MO,,Leasburg,8.475
MO,,Lebanon Southdale Center Community Improvement District Sp,9.413
MO,,Lees Summit,8.475
MO,,Lees Summit Downtown Cid Sp,9.475
MO,,Lees Summit I-470 And View High Cid Sp,10.475
MO,,Lees Summit Raintree Village Community Improvement District,9.475
MO,,Leeton,9.475
MO,,Lentner,7.225
MO,,Leonard,7.225
MO,,Levasy,6.725
MO,,Lewis,7.35
MO,,Lewistown,8.35
MO,,Lexington,8.975
MO,,Liberal,7.475
MO,,Liberty,9.85
MO,,Liberty Water Street Community Improvement District,11.85
MO,,Licking,8.475
MO,,Lilbourn,7.225
MO,,Lincoln,6.975
MO,,Lincoln,8.475
MO,,Linn,9.225
MO,,Linn County Ambulance District,6.475
MO,,Linn Creek,9.975
MO,,Livingston,5.85
MO,,Livonia,7.225
MO,,Lock Springs,6.225
MO,,Lockwood,9.475
MO,,Logan Estates Cid Sp,9.225
MO,,Lohman,6.6
MO,,Lone Jack,8.225
MO,,Louisiana,9.5375
MO,,Lowry City,6.975
MO,,Macon,6.85
MO,,Macon,9.1
MO,,Madison,6.725
MO,,Maitland,7.725
MO,,Malden,8.1625
MO,,Malta Bend,7.225
MO,,Mansfield,8.475
MO,,Maplewood Deer Creek Center Cid Sp,10.488
MO,,Marble Hill,8.85
MO,,Marceline,8.975
MO,,Maries Osage Ambulance District,7.391
MO,,Maries Osage Ambulance District,7.475
MO,,Marionville,9.225
MO,,Marlborough Grant Center Cid Sp,9.988
MO,,Marquand,8.725
MO,,Marshall,8.475
MO,,Marshfield,8.808
MO,,Marston,9.225
MO,,Marthasville,8.475
MO,,Martinsburg,8.35
MO,,Maryland Heights Westport Plaza Tdd Tl,10.738
MO,,Maryville Mary Mart Cid Sp,10.1
MO,,Matthews,9.225
MO,,Maysville,7.975
MO,,Mayview,7.975
MO,,Mcdonald,6.225
MO,,Memphis,7.475
MO,,Mendon,7.225
MO,,Meramec Ambulance District,6.975
MO,,Mercer,7.975
MO,,Mercer,8.975
MO,,Meta,7.975
MO,,Metz,5.225
MO,,Mexico,8.85
MO,,Milan,8.475
MO,,Mill Spring,6.975
MO,,Miller,9.975
MO,,Miller County Ambulance District,6.225
MO,,Mindenmines,7.475
MO,,Miner Gateway Cid Sp,10.975
MO,,Mississippi,5.975
MO,,Missouri City,6.475
MO,,Moberly Downtown Cid Sp,9.475
MO,,Mokane,7.725
MO,,Monett Marketplace Cid Sp,10.475
MO,,Moniteau,6.975
MO,,Monroe,5.725
MO,,Monroe City,9.375
MO,,Montgomery City,7.975
MO,,Montrose,7.925
MO,,Morehouse,8.225
MO,,Morgan,6.225
MO,,Morley,7.725
MO,,Morrisville,8.6
MO,,Mosby,6.975
MO,,Mound City,8.225
MO,,Mount Vernon,9.725
MO,,Mount Vernon Ambulance District,7.225
MO,,Mountain Grove,8.975
MO,,Mountain View,8.412
MO,,Naylor,7.725
MO,,Neelyville,6.475
MO,,Neosho / Big Spring Plaza Cid,9.85
MO,,Nevada,8.725
MO,,New Bloomfield,8.225
MO,,New Cambria,7.85
MO,,New Florence,8.475
MO,,New Franklin,9.1
MO,,New Hampton,6.475
MO,,New Haven,9.725
MO,,New London,8.625
MO,,New Madrid,8.725
MO,,New Melle,7.95
MO,,Newburg,7.35
MO,,Newton,5.85
MO,,Newtonia,6.85
MO,,Niangua,7.808
MO,,Nixa Mccroskey Street Cid Sp,9.725
MO,,Nodaway,6.6
MO,,Norborne,7.725
MO,,Normandy,10.238
MO,,North Harrison Fire Protection District,6.475
MO,,Norwood,8.1
MO,,Novinger,7.975
MO,,O Fallon,8.95
MO,,Oak Grove,9.475
MO,,Oak Grove Bridgewood Sp,9.725
MO,,Odessa,8.975
MO,,Old Monroe,8.475
MO,,Olivette,10.238
MO,,Oran,8.225
MO,,Oregon,6.725
MO,,Oregon,7.725
MO,,Oronogo,7.6
MO,,Orrick,9.225
MO,,Osage Ambulance District,7.475
MO,,Osage Beach,8.725
MO,,Osage Beach,10.225
MO,,Osage Beach Fire Protection District,6.725
MO,,Osceola,7.6
MO,,Otterville,7.225
MO,,Overland,8.988
MO,,Overland,9.988
MO,,Owensville,9.6
MO,,Ozark,7.225
MO,,Ozark Town Cny Vil Cid Sp,10.85
MO,,Pacific Osage Cid Sp,10.475
MO,,Palmyra,8.1
MO,,Paris,8.225
MO,,Parkville,7.975
MO,,Parkville Commons Tdd Tl,9.975
MO,,Parkville Old Town Mkt Sp,8.975
MO,,Parma,8.225
MO,,Pattonsburg,7.725
MO,,Peculiar 211th St Cid Sp,10.35
MO,,Pemiscot,7.225
MO,,Perry,6.6
MO,,Perry,8.375
MO,,Perryville,8.475
MO,,Perryville,9.475
MO,,Pettis Co Ambulance District Sp,6.225
MO,,Pevely,10.35
MO,,Phelps,5.35
MO,,Piedmont,8.475
MO,,Pierce City,10.35
MO,,Pike,7.2875
MO,,Pike,7.7875
MO,,Pilot Grove,8.225
MO,,Pilot Knob,9.225
MO,,Pine Lawn,10.488
MO,,Pineville,8.225
MO,,Pineville Fire Protection District,6.725
MO,,Plato,6.975
MO,,Platte,5.475
MO,,Platte Cty Valley Plza Tl,8.85
MO,,Plattsburg,8.225
MO,,Pleasant Hill,9.1
MO,,Pleasant Hope,7.6
MO,,Pocahontas,5.725
MO,,Polo,8.225
MO,,Poplar Bluff,7.975
MO,,Poplar Bluff Kelly Town Plaza Cid Sp,8.975
MO,,Portage Des Sioux,6.95
MO,,Potosi,9.225
MO,,Potosi Fire Protection District,7.225
MO,,Prairie Home,7.225
MO,,Preston,7.225
MO,,Princeton,9.475
MO,,Pulaski County Amulance District,6.475
MO,,Purcell,6.6
MO,,Purdy,9.225
MO,,Putnam,7.225
MO,,Puxico,7.663
MO,,Queen City,8.725
MO,,Qulin,6.975
MO,,Ralls County Emergency Services District,6.375
MO,,Randolph,6.975
MO,,Ray Co Orrick Fire Dis Sp,7.725
MO,,Ray County Ambulance Dist,7.225
MO,,Raymondville,6.975
MO,,Raymore Galleria Cid Sp,10.1
MO,,Renick,5.975
MO,,Republic,9.1
MO,,Republic Farm Road 93 Community Improvement District,10.1
MO,,Reynolds Co Ambulance District Sp,5.725
MO,,Rhineland,7.975
MO,,Rich Hill,8.475
MO,,Richland,8.975
MO,,Richmond Heights Cheshire Cid Sp,11.488
MO,,Ridgeway,7.725
MO,,Ripley,5.725
MO,,Ripley,6.225
MO,,Risco,7.225
MO,,River Bend,8.725
MO,,Riverside,7.975
MO,,Rives,5.9125
MO,,Roby,5.975
MO,,Rocheport,7.475
MO,,Rock Hill T3 Mkt Mckni Tl,11.238
MO,,Rock Port,8.725
MO,,Rockaway Beach,8.35
MO,,Rockville,6.225
MO,,Rolla,7.6
MO,,Rolla Forum Plaza Cid Sp,8.6
MO,,Rolla Move Rolla Regional Tdd Tl,8.6
MO,,Roscoe,4.725
MO,,Rosebud,8.6
MO,,Rush Hill,6.85
MO,,Rutledge,6.975
MO,,Saddlebrook,7.975
MO,,Saginaw,6.85
MO,,Saint Ann Adie St Charles Rock Road Cid Sp,12.238
MO,,Saint Charles Riverfro Sp,9.95
MO,,Saint Charles Riverpointe Community Improvement District,8.95
MO,,Saint Charles West Clay Extension Cid Sp,8.95
MO,,Saint James Ambul Dist Sp,7.891
MO,,Saint Joseph Downtown Cid Sp,10.2
MO,,Saint Joseph Gateway Tl,11.2
MO,,Saint Joseph The Commons Community Improvement District Sp,10.7
MO,,Saint Louis 501 Olive Cid Sp,11.679
MO,,Saint Louis Bevo Community Improvement District,10.679
MO,,Saint Louis Cb5421 Tdd Tl,11.679
MO,,Saint Louis Cherokee Street Cid Sp,10.679
MO,,Saint Louis Co Green Trails Cid Sp,8.738
MO,,Saint Louis Co Tr,7.738
MO,,Saint Louis Food Hub Tr,11.679
MO,,Saint Louis Hampton Berthold Tdd Tr,11.679
MO,,Saint Louis Loop Tr Td Tl,11.679
MO,,Saint Louis North Broadway Carrie Cid Sp,11.679
MO,,Saint Mary,9.1
MO,,Saint Peters Shoppes Of Mid Rivers Cid Sp,8.95
MO,,Saint Robert Liberty Commons Cid Sp,9.725
MO,,Salem,9.35
MO,,Saline,6.225
MO,,Salisbury,8.1
MO,,Salt River Ambulance District,7.225
MO,,Sarcoxie,8.1
MO,,Savannah,9.425
MO,,Schuyler,6.225
MO,,Scott,6.725
MO,,Sedalia,8.725
MO,,Sedalia 1705 Broadway Cid Sp,9.725
MO,,Seligman,9.975
MO,,Senath,7.9125
MO,,Seneca,8.85
MO,,Seymour,8.558
MO,,Shannon,5.725
MO,,Shelbina,9.475
MO,,Shelbyville,8.225
MO,,Sheldon,6.725
MO,,Shrewsbury,9.238
MO,,Sikeston,9.725
MO,,Silex,7.975
MO,,Skidmore,8.1
MO,,Slater,8.225
MO,,Smithton,7.225
MO,,Smithville Shops At Smithville Community Improvement District,9.975
MO,,So Stone County Fire Protect Dist,7.475
MO,,Solo,5.975
MO,,South West City,7.975
MO,,Sparta,8.725
MO,,Springfield,8.1
MO,,Springfield,9.1
MO,,Springfield Brody Corners Community Improvement District,9.1
MO,,Springfield Coll St Td Tl,10.6
MO,,Springfield Downtn Cid Sp,8.6
MO,,Springfield Glenstone And East Kearney Tdd Tl,10.1
MO,,St Clair I 44 Hwy 47 Tl,10.475
MO,,St Joseph The Shoppes At North Village Community Improvement District #2,10.7
MO,,St Louis Euclid Buck Tl,11.679
MO,,St Louis Ice Center Cid,9.238
MO,,St Louis Tucker And Cass Cid Sp,10.679
MO,,St. Clair Fire Protection District,7.475
MO,,St. Elizabeth,7.225
MO,,St. Francois,6.35
MO,,St. James,8.35
MO,,St. Joseph,9.7
MO,,St. Louis,9.679
MO,,St. Louis,10.679
MO,,St. Louis,11.679
MO,,St. Louis / 2017 Chouteau Cid,11.679
MO,,St. Louis Co/Tori Pines Cid,8.238
MO,,St. Martins,7.6
MO,,St. Robert,8.725
MO,,St.Genevieve County Ambulance Dist,7.6
MO,,St.Louis/South Grand Cid,10.179
MO,,Stanberry,7.225
MO,,Ste. Genevieve,9.6
MO,,Steele,9.725
MO,,Steelville,10.975
MO,,Steelville Ambulance District,7.475
MO,,Stella,6.35
MO,,Stewartsville,8.6
MO,,Stockton,8.725
MO,,Stoddard Co Esd Sp,6.413
MO,,Stoutland,7.225
MO,,Stover,8.225
MO,,Strafford,8.558
MO,,Strasburg,7.35
MO,,Sturgeon,7.975
MO,,Sullivan,7.475
MO,,Sullivan Fire Protection District,6.975
MO,,Sullivan Marketplace Cid Sp,9.975
MO,,Summersville,7.475
MO,,Sunrise Beach Market Center Community Improvement District,9.225
MO,,Sunset Hills,9.988
MO,,Sweet Springs,8.725
MO,,Syracuse,7.225
MO,,Tallapoosa,6.225
MO,,Taney,6.35
MO,,Taneyville,7.35
MO,,Tarkio,9.475
MO,,Texas,5.975
MO,,Thayer,8.725
MO,,Theodosia,8.725
MO,,Tipton,8.725
MO,,Town And Country,8.988
MO,,Trenton,8.35
MO,,Trimble,7.725
MO,,Troy,9.475
MO,,Troy / Lincoln Crossing Cid,10.475
MO,,Truesdale,9.475
MO,,Tuscumbia,7.225
MO,,Union /East Main & Hwy 47 Cid,10.475
MO,,Union Star,7.225
MO,,Unionville,9.1
MO,,Urbana,8.225
MO,,Urich,8.175
MO,,Valley Park T2x6 Mera Tl,9.738
MO,,Van Buren Black Mountain Cid Sp,9.225
MO,,Vandalia,8.35
MO,,Vanduser,7.725
MO,,Vernon,5.225
MO,,Versailles,8.725
MO,,Viburnum,8.725
MO,,Vienna,9.391
MO,,Walnut Grove,7.975
MO,,Wardell,8.475
MO,,Warren,6.975
MO,,Warrenton,10.225
MO,,Warsaw,9.1
MO,,Warsaw Lincoln Ambulance District,6.725
MO,,Washburn,8.725
MO,,Washington Phoenix Ctr Sp,9.6
MO,,Waverly,10.475
MO,,Wayland,8.225
MO,,Wayne,5.975
MO,,Waynesville Westgate Sp,9.725
MO,,Weaubleau,7.725
MO,,Webb City,8.1
MO,,Webster,6.308
MO,,Wellington,6.975
MO,,Wellsville,8.225
MO,,Wentzville,8.45
MO,,Wentzville,10.45
MO,,West Alton,6.95
MO,,West Plains/South 160 Cid,9.412
MO,,Weston,7.85
MO,,Westphalia,8.475
MO,,Wheatland,8.225
MO,,Wheaton,8.1
MO,,Whiteman Air Force Base,7.475
MO,,Wildwood/Cross Com Dev Sp,9.238
MO,,Willard,7.975
MO,,Willow Springs,7.662
MO,,Windsor,8.675
MO,,Windsor Place,9.725
MO,,Winfield,8.475
MO,,Winona,8.725
MO,,Woodson Terrace,11.488
MO,,Worth,6.6
MO,,Wright,6.1
MO,,Wright City,9.725
MO,,Wyaconda,8.225
MO,,Wyatt,6.975
MO,,Yukon,5.975
MS,,Adams,7.0
MS,,Algoma,7.0
MS,,Alligator,7.0
MS,,Amite,7.0
MS,,Artesia,7.0
MS,,Attala,7.0
MS,,Bay Saint Louis,7.0
MS,,Belzoni,7.0
MS,,Benoit,7.0
MS,,Benton,7.0
MS,,Beulah,7.0
MS,,Big Creek,7.0
MS,,Biloxi,7.0
MS,,Bolivar,7.0
MS,,Boyle,7.0
MS,,Brandon,7.0
MS,,Brookhaven,7.0
MS,,Bude,7.0
MS,,Calhoun,7.0
MS,,Carroll,7.0
MS,,Carrollton,7.0
MS,,Chickasaw,7.0
MS,,Clay,7.0
MS,,Cleveland,7.0
MS,,Clinton,7.0
MS,,Coahoma,7.0
MS,,Collins,7.0
MS,,Columbia,7.0
MS,,Columbus,7.0
MS,,Copiah,7.0
MS,,Corinth,7.0
MS,,Crowder,7.0
MS,,D'lo,7.0
MS,,Derma,7.0
MS,,Desoto,7.0
MS,,Forrest,7.0
MS,,Friars Point,7.0
MS,,Greene,7.0
MS,,Greenville,7.0
MS,,Greenwood,7.0
MS,,Grenada,7.0
MS,,Gulfport,7.0
MS,,Hancock,7.0
MS,,Harrison,7.0
MS,,Hattiesburg,7.0
MS,,Hinds,7.0
MS,,Holly Springs,7.0
MS,,Holmes,7.0
MS,,Houston,7.0
MS,,Humphreys,7.0
MS,,Issaquena,7.0
MS,,Itawamba,7.0
MS,,Jackson,7.0
MS,,Jackson,8.0
MS,,Jasper,7.0
MS,,Jefferson,7.0
MS,,Jefferson Davis,7.0
MS,,Jones,7.0
MS,,Jonestown,7.0
MS,,Kemper,7.0
MS,,Lafayette,7.0
MS,,Lamar,7.0
MS,,Lauderdale,7.0
MS,,Laurel,7.0
MS,,Lawrence,7.0
MS,,Leake,7.0
MS,,Lee,7.0
MS,,Leflore,7.0
MS,,Lincoln,7.0
MS,,Lowndes,7.0
MS,,Madison,7.0
MS,,Marion,7.0
MS,,Marshall,7.0
MS,,Mayersville,7.0
MS,,Mccomb,7.0
MS,,Meridian,7.0
MS,,Monroe,7.0
MS,,Montgomery,7.0
MS,,Morgan City,7.0
MS,,Natchez,7.0
MS,,Neshoba,7.0
MS,,Newton,7.0
MS,,Noxubee,7.0
MS,,Ocean Springs,7.0
MS,,Oktibbeha,7.0
MS,,Pace,7.0
MS,,Panola,7.0
MS,,Pascagoula,7.0
MS,,Pearl River,7.0
MS,,Perry,7.0
MS,,Pike,7.0
MS,,Pittsboro,7.0
MS,,Pontotoc,7.0
MS,,Port Gibson,7.0
MS,,Prentiss,7.0
MS,,Quitman,7.0
MS,,Rankin,7.0
MS,,Ridgeland,7.0
MS,,Rosedale,7.0
MS,,Satartia,7.0
MS,,Scott,7.0
MS,,Sebastopol,7.0
MS,,Sharkey,7.0
MS,,Sherman,7.0
MS,,Shubuta,7.0
MS,,Simpson,7.0
MS,,Slate Springs,7.0
MS,,Smith,7.0
MS,,Southaven,7.0
MS,,Starkville,7.0
MS,,Stonewall,7.0
MS,,Sunflower,7.0
MS,,Tallahatchie,7.0
MS,,Tate,7.0
MS,,Tippah,7.0
MS,,Tishomingo,7.0
MS,,Toccopola,7.0
MS,,Tunica,7.0
MS,,Tupelo,7.25
MS,,Union,7.0
MS,,Vardaman,7.0
MS,,Vicksburg,7.0
MS,,Walls,7.0
MS,,Walthall,7.0
MS,,Warren,7.0
MS,,Washington,7.0
MS,,Wayne,7.0
MS,,Waynesboro,7.0
MS,,Webb,7.0
MS,,Webster,7.0
MS,,Weir,7.0
MS,,West Pearl Restaurant Taxing District,7.0
MS,,Wilkinson,7.0
MS,,Winston,7.0
MS,,Winstonville,7.0
MS,,Woodland,7.0
MS,,Woodville,7.0
MS,,Yalobusha,7.0
MS,,Yazoo,7.0
MT,,Anaconda,0.0
MT,,Beaverhead,0.0
MT,,Belgrade,0.0
MT,,Big Horn,0.0
MT,,Big Mountain Resort Area District,0.0
MT,,Big Sky Resort Area,0.0
MT,,Billings,0.0
MT,,Blackfeet Indian Reservation,0.0
MT,,Blaine,0.0
MT,,Bozeman,0.0
MT,,Broadwater,0.0
MT,,Browning,0.0
MT,,Butte,0.0
MT,,Carbon,0.0
MT,,Carter,0.0
MT,,Cascade,0.0
MT,,Chouteau,0.0
MT,,Cooke City & Silver Gate & Colter Pass Resort Area,0.0
MT,,Custer,0.0
